sentiment_binary,n_account_days,mean_daily_pnl,median_daily_pnl,pct_profitable_days,mean_win_rate
Fear,790,5185.146443205063,122.73703799999998,60.379746835443036,0.8422935232428521
Neutral,376,3438.6188179521278,167.551743,62.23404255319149,0.835721080495226
Greed,1174,4144.208333580919,265.24772500000006,64.31005110732538,0.8563066461899026
